"Date","corr_SH_Hang_Seng","corr_SH_Nikkei","corr_SH_KOSPI","corr_SH_STI"
2003-01-07,0.508289513274817,0.291496551366364,0.319647219200052,0.322187172219855
2003-01-08,0.508316098519137,0.2918111528375,0.316111203271296,0.32189999072467
2003-01-09,0.500276305315063,0.245988858983089,0.304752252064502,0.33672715694315
2003-01-10,0.493434635774688,0.24053224883338,0.248660194963338,0.335833452118879
2003-01-14,0.489233252077679,0.242844627929989,0.250647134293981,0.325841977672699
2003-01-15,0.475023576595609,0.256739942797613,0.32629795164723,0.442825250041422
2003-01-16,0.471809536460898,0.254778981424248,0.326485367309413,0.441886122839184
2003-01-17,0.451112956869595,0.252727578041029,0.324825780011878,0.433471886953435
2003-01-21,0.451008845510719,0.24907240021528,0.325138926060549,0.432761628457544
2003-01-22,0.454134750646198,0.246707257995627,0.327563876502094,0.430503133575477
2003-01-23,0.454210604001606,0.241308150660039,0.321391340333364,0.429356403844223
2003-01-24,0.453222349489202,0.22495286979607,0.319395519804722,0.428879650381423
2003-01-27,0.425420872910098,0.213394005694193,0.283283590656264,0.416888072904575
2003-01-28,0.402263515064421,0.199312940106839,0.261423007682432,0.38909154725817
2003-01-29,0.403822934757367,0.197093928082361,0.262581764190282,0.388490811400865
2003-02-10,0.403371669244807,0.19359931585695,0.258432587427185,0.373793894165769
2003-02-13,0.404307512359383,0.176071542451797,0.264287537967457,0.381036506283569
2003-02-14,0.391870673727758,0.188130520777521,0.260278305343728,0.364068621735116
2003-02-18,0.393937593479338,0.191375869855634,0.260465801609145,0.364023996893525
2003-02-19,0.363089234909526,0.193221267765436,0.218215747273145,0.34817287212756
2003-02-20,0.366060914775619,0.192029464000324,0.216534209884763,0.353797168626752
2003-02-21,0.367895568560766,0.193426394771234,0.217017126151192,0.353345745461711
2003-02-24,0.38993236956518,0.219871899566199,0.218791809302227,0.344797134071982
2003-02-25,0.391035165145558,0.221157157386714,0.2198911074235,0.34256680270138
2003-02-26,0.363895346605823,0.169013397750049,0.167631029514699,0.312869593005175
2003-02-27,0.364954031819521,0.170388398360717,0.169104961385996,0.312422694711999
2003-02-28,0.366849327715673,0.171872979305632,0.170156095120177,0.309338652425932
2003-03-03,0.368954970976217,0.173396441304045,0.172342285546847,0.309060595390736
2003-03-04,0.378491753929182,0.18476321855848,0.184140350144533,0.311223575008149
2003-03-05,0.378510819069743,0.186253387959035,0.185128298269463,0.310629017073847
2003-03-06,0.38292165636055,0.188246581521471,0.192238280338723,0.311888810004072
2003-03-07,0.400229147102596,0.205586370173853,0.198906218783595,0.330197257887696
2003-03-10,0.403197623467351,0.208468643933601,0.203130364411231,0.331499553794814
2003-03-12,0.409438489356521,0.22521861336754,0.205360153933187,0.344124952379245
2003-03-13,0.410890351475272,0.219539014310521,0.197872968129263,0.345159897540451
2003-03-14,0.417717075975184,0.225889507989624,0.19895658540658,0.345190867044471
2003-03-17,0.409320009259226,0.225304390715725,0.200436833919544,0.341172497951978
2003-03-18,0.397398748577858,0.219843528832982,0.186620637667796,0.333648973289127
2003-03-19,0.360516626834672,0.212610004407978,0.164096459371404,0.290406550194078
2003-03-20,0.368190377755741,0.219917162279535,0.168485819811316,0.29443393382388
2003-03-24,0.36788434497329,0.210296354150408,0.152628274957564,0.283680182512954
2003-03-25,0.354788401436258,0.230694272639617,0.154674270306213,0.275160368830309
2003-03-26,0.360791161296825,0.250241843983114,0.17175829884397,0.261925422609867
2003-03-27,0.363469495461356,0.243981852427173,0.173438518548831,0.255886679299618
2003-03-28,0.257630577808929,0.231744550284791,0.144210030165758,0.208843205562663
2003-03-31,0.261437973099921,0.236000106654966,0.142078414276529,0.208073371839646
2003-04-01,0.217158707593639,0.184087230828131,0.112129676639892,0.143328812356217
2003-04-02,0.216368927627366,0.185202712160878,0.116233210463785,0.151012875875601
2003-04-03,0.217518784391834,0.185295935509458,0.118080273731623,0.151224621514944
2003-04-04,0.225484472494959,0.189658862930017,0.118531881211346,0.151845983432177
2003-04-07,0.237819984668952,0.193486063667213,0.12905129963045,0.157736023978597
2003-04-08,0.231692919847869,0.18346309483785,0.112053390611396,0.149969840695958
2003-04-09,0.225208631482193,0.178546911277732,0.114862912988304,0.145337009750858
2003-04-10,0.188390117524328,0.161938872353212,0.083310850138995,0.11352490937674
2003-04-11,0.191482173337673,0.157929745223715,0.0898641769644941,0.116769828633278
2003-04-14,0.195031214135523,0.118145981739454,0.0998346008427277,0.122732880950852
2003-04-15,0.154126993514265,0.0952144634049807,0.127266536361423,0.0839947868961794
2003-04-16,0.167145155050791,0.105118686310769,0.13767435342924,0.0918869340500794
2003-04-17,0.162126511144002,0.0996373235375285,0.111436726948271,0.0934515100954287
2003-04-22,0.160289844466976,0.0983719257390116,0.109760503477119,0.0924010614422987
2003-04-23,0.161872088536573,0.109710730467669,0.134043199060818,0.110752417238102
2003-04-24,0.174901120843045,0.111214189640234,0.142969938472388,0.123004644849631
2003-04-25,0.19690422755856,0.0936632375541223,0.164048690895629,0.164122871596381
2003-04-28,0.204326536866162,0.113910253288559,0.182254896123075,0.174854837814995
2003-04-30,0.208309663891599,0.0777947437975172,0.182750223432447,0.194342287572253
2003-05-12,0.16943615710814,0.0561967560444554,0.152037746517671,0.160732208070388
2003-05-13,0.178554667538088,0.0726728387909159,0.161020272988373,0.169618614663215
2003-05-14,0.183798824842979,0.0788224027421986,0.184632313840303,0.172194270237787
2003-05-16,0.182139526841468,0.085841459556815,0.177910898437746,0.159022264568652
2003-05-19,0.18248644879063,0.0728639094659051,0.17828142625473,0.154045460296994
2003-05-20,0.1861483954255,0.0749343665283517,0.178217094686441,0.155209466065914
2003-05-21,0.192154178999549,0.0759562819499289,0.174766134712426,0.152964789907749
2003-05-22,0.195791284691738,0.0788200129394155,0.176451386218927,0.155227176948838
2003-05-23,0.20237584074748,0.0826567019923384,0.174605687410987,0.161897494615824
2003-05-27,0.214036304972482,0.0933538820090612,0.184253041696979,0.168615759317572
2003-05-28,0.219887137669343,0.0928542122265218,0.186382416389989,0.171743196344868
2003-05-29,0.215190625340757,0.0842823873483727,0.174310035097008,0.163763924791017
2003-05-30,0.217448139514388,0.0975703143969149,0.178192544305256,0.168205082853561
2003-06-02,0.219759724838359,0.10155503710487,0.179940228903703,0.171166436393913
2003-06-03,0.221011928347719,0.103009906273952,0.179430070306516,0.167451907610593
2003-06-05,0.22214833797135,0.103980240987525,0.189252737836433,0.17040501461735
2003-06-09,0.226723591088395,0.102063102738413,0.188415457481605,0.149214478372822
2003-06-10,0.210870040121737,0.0723229560025829,0.173811372117538,0.135004390614433
2003-06-11,0.212453780211126,0.0727629764178589,0.174853908089466,0.13604430221038
2003-06-12,0.204394556761695,0.0914683835538448,0.176490681952604,0.143269509027273
2003-06-13,0.205709369438064,0.0933508548741534,0.175827043701094,0.138524648378746
2003-06-16,0.211454973452414,0.097429289063698,0.179187636387367,0.140549172411536
2003-06-17,0.215167543045407,0.106981835144139,0.184549176145744,0.146344199784047
2003-06-18,0.211357825782896,0.102760284067616,0.178264060676051,0.142951136185171
2003-06-19,0.216692113107294,0.103606807958853,0.1797391656578,0.146111646503119
2003-06-20,0.218761432697966,0.104110110370146,0.158187598558935,0.121314394285224
2003-06-23,0.226551446680997,0.106082378888198,0.163434910812956,0.124528952324295
2003-06-24,0.255936765801727,0.105828371107094,0.182507045646899,0.147278434378232
2003-06-25,0.256679588810741,0.102490808963006,0.181885427536831,0.146540598162577
2003-06-26,0.259767353366881,0.104043432060201,0.171531484532696,0.149261861437268
2003-06-27,0.258122024396473,0.10407304258574,0.174306545019599,0.147240770366156
2003-06-30,0.249505649666537,0.0726750199473727,0.171718445238811,0.128286222473077
2003-07-02,0.260722407354735,0.0779992499198203,0.181645626232207,0.145601353144239
2003-07-03,0.265462336724785,0.123558912167274,0.201442981955075,0.163478201324066
2003-07-07,0.270307357174582,0.125915874530014,0.203145690778839,0.166335009021767
2003-07-08,0.25105449789608,0.124482456886864,0.193261035131239,0.159774260986869
2003-07-09,0.261646988715706,0.130926194705014,0.197909489909938,0.162240392980621
2003-07-10,0.261473956465266,0.127881197941778,0.201878999739696,0.162003295514413
2003-07-11,0.241878287496157,0.118488000879522,0.17911148155404,0.152611546368814
2003-07-14,0.247093161884136,0.123809565271112,0.179427107302128,0.148470449225463
2003-07-15,0.226884185057244,0.12053099134395,0.162544896337689,0.136394490632779
2003-07-16,0.230962023158059,0.122266926125876,0.161020695714949,0.140797635281135
2003-07-18,0.236580888775415,0.123722871597231,0.164154034658772,0.144266143305328
2003-07-22,0.251457107164017,0.155282634105602,0.207340224283516,0.163003783247131
2003-07-23,0.263886853500548,0.159212702755574,0.208055985763019,0.177219929318235
2003-07-24,0.260968222552782,0.16288132037927,0.20731679775698,0.179914263597019
2003-07-25,0.26177366713496,0.160450716709112,0.198925863087999,0.18532754942277
2003-07-28,0.260118016858238,0.164059076945997,0.194029819698053,0.166113144392138
2003-07-29,0.239254174680944,0.151120137059717,0.178996911512005,0.156815730110708
2003-07-30,0.246245952995632,0.151825817035282,0.183965302232862,0.155530294788843
2003-07-31,0.246948005856206,0.147076498936222,0.181915027247868,0.157215178810918
2003-08-01,0.250279113034809,0.150705692002782,0.184147663290056,0.162589425132301
2003-08-04,0.251767992600583,0.152353358661285,0.1819943842956,0.164752099684244
2003-08-05,0.234726696808158,0.120855870884591,0.155767608793927,0.133097523107736
2003-08-06,0.238809758327409,0.123069313503498,0.157712397283614,0.133296193581646
2003-08-07,0.256736772836412,0.13035916299748,0.174907249558283,0.134752660605241
2003-08-08,0.259848910709084,0.131624978583679,0.177031271456943,0.136819260215756
2003-08-11,0.263017448501543,0.120411621242989,0.191614643607204,0.136592508203956
2003-08-12,0.267784388947275,0.126089745401446,0.193329953012566,0.141975303657144
2003-08-13,0.274754819877035,0.131502428496865,0.191547196753174,0.147445258080138
2003-08-14,0.251308801676935,0.0996547317657149,0.157915334409528,0.113114646621698
2003-08-18,0.243371867556466,0.0833264828456696,0.131427664719291,0.109533513854234
2003-08-19,0.219831758812195,0.0717747842761357,0.127793272121718,0.0895361446672667
2003-08-20,0.222554083620925,0.0802248895787342,0.136070385438999,0.08991005145416
2003-08-21,0.230141809405439,0.072304226874955,0.142557535426235,0.0955801799083303
2003-08-22,0.227740675504121,0.0745730864354339,0.137959118066693,0.0954910894936002
2003-08-25,0.226038002859112,0.0800405394951828,0.140420695729237,0.0976657059740539
2003-08-26,0.225531703251583,0.0838020096903784,0.13465495645193,0.115359649103053
2003-08-27,0.228996317572847,0.0882219259413514,0.135027654852575,0.106894013674254
2003-08-28,0.232337909985067,0.0911334201973544,0.136979698129174,0.109902814431608
2003-08-29,0.221692035116342,0.106402203737006,0.150591836684018,0.113525188626488
2003-09-02,0.235296897770176,0.117666344070508,0.159376633623929,0.119078777432737
2003-09-03,0.237303146907327,0.214326082442059,0.184961627122019,0.10761310097942
2003-09-04,0.239118802610545,0.215324328337002,0.186701045421231,0.111111789071258
2003-09-05,0.242639870798722,0.216315178141302,0.188743696976346,0.113655152173598
2003-09-08,0.236307574026584,0.214037466643784,0.196619970969012,0.102217626750012
2003-09-09,0.240732703658615,0.212785188796092,0.199847665865301,0.102535764906981
2003-09-16,0.252105956060878,0.192950102160824,0.190426343351467,0.124566843901022
2003-09-17,0.248291251035103,0.197478857195412,0.202120103648664,0.120918616004126
2003-09-18,0.231306266654212,0.17804481208234,0.190087310062702,0.0954545263018667
2003-09-19,0.233902705293815,0.179506464663175,0.188411828616886,0.0984084825723152
2003-09-22,0.234757411199727,0.179375393138688,0.185280906768945,0.100387993668349
2003-09-24,0.25132228359885,0.214900068810346,0.222668000848939,0.106419570790469
2003-09-25,0.29255437254633,0.215016908591003,0.234488864699535,0.154389223033211
2003-09-26,0.29126259917198,0.23676148551549,0.25358969537773,0.159043219120725
2003-09-29,0.293621630589437,0.236772397487561,0.261068848304362,0.161922376048591
2003-09-30,0.313159302237998,0.245218584845024,0.260358634847867,0.160688290173021
2003-10-08,0.321449597447492,0.241863019329772,0.26036393166327,0.162653637891083
2003-10-09,0.316133511043068,0.246139752836988,0.263573554812434,0.160297236479239
2003-10-10,0.316566309508785,0.246796157611136,0.258243512803588,0.161506455682939
2003-10-14,0.324873546794791,0.288810533168018,0.305911829820175,0.15969758973325
2003-10-15,0.331020038885551,0.268349899797307,0.292411509380555,0.166908579190594
2003-10-16,0.324031997348561,0.270175643382856,0.293234344015745,0.165108199969319
2003-10-17,0.32552726821681,0.25283224425949,0.26995782275465,0.161868820416311
2003-10-20,0.327716057034838,0.253058216896968,0.265524269901223,0.165770196507676
2003-10-21,0.320060894382748,0.241873428404604,0.255683124748799,0.163416363122795
2003-10-22,0.324247735779422,0.236190551076091,0.257213237024585,0.166779028565884
2003-10-23,0.306796932197517,0.187453285975393,0.242715648676842,0.13083472997752
2003-10-27,0.320244679346225,0.209439452366944,0.258281216858477,0.146179534580606
2003-10-28,0.318599994740172,0.200028733020914,0.246448459512459,0.158614628630047
2003-10-29,0.313536972282136,0.200486640240388,0.244775393198848,0.1591802386942
2003-10-30,0.313737065631638,0.193714355612257,0.242269834082056,0.164619657681573
2003-10-31,0.311936320068544,0.196819502641167,0.231464478805923,0.169672834282137
2003-11-04,0.314715752539766,0.194453007399604,0.23098835325659,0.172216361743348
2003-11-05,0.34620419629146,0.239501169605622,0.26303142699128,0.265564018021533
2003-11-06,0.348000273421179,0.24017594309565,0.259254233224037,0.267421435471017
2003-11-07,0.374567814642812,0.268684621215249,0.284322810917066,0.27343994300613
2003-11-10,0.366183647592601,0.259529806738235,0.258159273306077,0.267543241533884
2003-11-11,0.365967927159307,0.256129192143662,0.255381433115488,0.262387814695107
2003-11-12,0.36296104439724,0.246638567926851,0.252646781516227,0.253790596719299
2003-11-13,0.362932574918148,0.241237867462863,0.231287511321164,0.235522396999927
2003-11-14,0.360824166280418,0.241842453208667,0.230506653022701,0.235936085110311
2003-11-17,0.359575640164962,0.22980443769313,0.227563046687829,0.232137790399839
2003-11-18,0.3607618401917,0.228538690808207,0.229319291776834,0.23367672732784
2003-11-19,0.359388613667713,0.222342251963637,0.222944247045806,0.229674336106116
2003-11-20,0.333234133350124,0.186226761671746,0.156571156879214,0.200963238908638
2003-11-21,0.316213292081131,0.215989611377194,0.146335479620977,0.175824619698617
2003-11-26,0.317863248216487,0.216791500140638,0.146614842826871,0.179118892957571
2003-11-28,0.357743180032831,0.255377458385988,0.175202740679073,0.21517674245096
2003-12-01,0.340363755112228,0.257030840404335,0.164664837069468,0.20504139519408
2003-12-02,0.352292880315011,0.280703396185473,0.181761369280827,0.221116524904652
2003-12-03,0.353347767047265,0.280664249170095,0.183210472615053,0.221372522892117
2003-12-04,0.352235192943872,0.277269061456614,0.184558456333861,0.2238153615967
2003-12-05,0.352906889259667,0.278950777342549,0.184225516217332,0.223259549718048
2003-12-08,0.354888078957618,0.279162819331721,0.184674191742059,0.224253911121484
2003-12-09,0.363211041859679,0.290330585127792,0.189875062176011,0.230762360064798
2003-12-10,0.365540812144723,0.291371972208656,0.192084477077609,0.229288104889194
2003-12-11,0.362657744204131,0.262184424628589,0.203314882817951,0.22665481227461
2003-12-12,0.361693568761411,0.261170716316211,0.204328009552744,0.227425591408797
2003-12-15,0.36341140638261,0.26110808433274,0.202653002898401,0.228336795972686
2003-12-16,0.364630846652312,0.254460253855695,0.199610575083137,0.227603907335392
2003-12-17,0.362679242365659,0.256199636373415,0.202953486386578,0.230349760179368
2003-12-18,0.367776068925885,0.263744432125324,0.212821251296162,0.234264660684417
2003-12-19,0.369961483728136,0.263919792127079,0.214990244152294,0.233288501995998
2003-12-22,0.359022595683216,0.251990761851199,0.212072197807269,0.236988761091425
2003-12-24,0.371289358887448,0.255653701792491,0.173360033740422,0.253957203730288
2003-12-29,0.365961276662337,0.253311634847965,0.153094630795272,0.255514599260934
2003-12-30,0.365647077976906,0.241791771585149,0.154831428070086,0.239494508144416
2004-01-05,0.370231115492902,0.250609765749207,0.172195584530696,0.251984581513671
2004-01-06,0.453219265856169,0.269919507124991,0.210333066578768,0.358424518085402
2004-01-07,0.453976549469974,0.269490965504418,0.21109883230582,0.357657929549293
2004-01-08,0.457016558110312,0.265584857421353,0.214073535736033,0.358229857208812
2004-01-09,0.457533390406515,0.270449664510829,0.209173615230911,0.358212090212868
2004-01-13,0.431473436193417,0.250941122569698,0.164274300483304,0.345345191269701
