"Date","corr_SH_Hang_Seng","corr_SH_Nikkei","corr_SH_KOSPI","corr_SH_STI","corr_SH_SP500"
2003-01-07,0.505606134936491,0.287630871125801,0.315941434785478,0.318494852946839,0.135265229675057
2003-01-08,0.505638403458268,0.287868139022183,0.313598320814854,0.318334650181572,0.13575832815969
2003-01-09,0.500218895050867,0.256846594260324,0.305932234286085,0.32850029956711,0.107131743228448
2003-01-10,0.495570162032818,0.253013887705368,0.26717817319885,0.327974408112248,0.122347766983774
2003-01-14,0.492725250265457,0.254482878791345,0.268421701559803,0.321307972046713,0.122515837594619
2003-01-15,0.482021125759632,0.26300874339869,0.320469755318485,0.405304142053589,0.12565696433334
2003-01-16,0.479818206680173,0.261640735040199,0.320631418228298,0.40489386604092,0.127579949489975
2003-01-17,0.465619122915414,0.260163523593049,0.319506652744231,0.399247434272,0.123671307458066
2003-01-21,0.465482261756922,0.257645296556655,0.319810523010794,0.398972149876299,0.125752472648715
2003-01-22,0.467454447694556,0.255952495938097,0.321540036706217,0.397639517228912,0.135976025141807
2003-01-23,0.46744922934472,0.252244830792013,0.317332987602026,0.39698060174103,0.133522089066492
2003-01-24,0.466713772007127,0.240972384579391,0.315977852594054,0.396814911516855,0.129950096753409
2003-01-27,0.447775779712734,0.232921013554346,0.291054423874477,0.388870735593449,0.0978535540662026
2003-01-28,0.431812047902623,0.223104426674009,0.275706087294382,0.370264890248321,0.0905082964843214
2003-01-29,0.432712155045579,0.221408455564714,0.276399777389841,0.369932588274435,0.0917925196903934
2003-02-10,0.432192847282702,0.218466523755591,0.273210379095684,0.360231739081547,0.0918736421915313
2003-02-13,0.432561623137135,0.206162198473415,0.277108899900406,0.365380749909682,0.108704946586017
2003-02-14,0.423928923382307,0.213943135708056,0.274252583125693,0.353857877193835,0.0948334845831778
2003-02-18,0.425127114888597,0.215933345225347,0.27431591861305,0.353848647689321,0.0973487692855471
2003-02-19,0.403786795225105,0.217019093944726,0.244175991490047,0.343074339610858,0.0906887775377896
2003-02-20,0.405474301648272,0.21607031888544,0.242865053638192,0.346922616538378,0.0881842658325885
2003-02-21,0.406465621759665,0.21688499464263,0.243064147869562,0.346615195649819,0.0888513524141334
2003-02-24,0.420139063311236,0.234025309092592,0.243953545103053,0.34092952459088,0.0771140974825203
2003-02-25,0.420732162784584,0.234822691380696,0.244405155436301,0.339403213310707,0.0754786964237454
2003-02-26,0.402150261174277,0.199159036717949,0.207363951764246,0.31932256719223,0.0806734916985842
2003-02-27,0.402648048621763,0.199953479551731,0.20820467175125,0.318947354869667,0.0801217283723219
2003-02-28,0.403720103118053,0.200820421332338,0.208656229922968,0.316736556663699,0.0804280760551611
2003-03-03,0.404923458483488,0.201709457963696,0.209889844368117,0.316473843509917,0.0805845945849852
2003-03-04,0.410490960615566,0.208847349048347,0.217310109526691,0.317824877369629,0.0764691444031493
2003-03-05,0.410204834454006,0.209735698833868,0.217558190278421,0.317323226575027,0.0773648962075423
2003-03-06,0.412813517137614,0.210937994342245,0.221800715522151,0.31807671735743,0.074922213537181
2003-03-07,0.423466116111325,0.221982391835151,0.226043848982184,0.329997844016262,0.0835345412119105
2003-03-10,0.425272131785805,0.223213154920197,0.228657225094247,0.330776237376044,0.0818223392562355
2003-03-12,0.429069611855858,0.234190222940991,0.22988606105719,0.339210583224727,0.111998239217805
2003-03-13,0.429955913408116,0.230340527827083,0.224512213620515,0.339881282926327,0.110913674706039
2003-03-14,0.434210116366807,0.234500125885759,0.225114634008865,0.339925374672087,0.0923719182998532
2003-03-17,0.428288473696643,0.234013523059213,0.225964089443691,0.33723316013438,0.0927493865801418
2003-03-18,0.420026776000581,0.230277596180041,0.215604348247328,0.332206145560065,0.0947747390970039
2003-03-19,0.394557378557821,0.225443190188357,0.199529250021394,0.302837313659132,0.0937684287603215
2003-03-20,0.399273069214953,0.230170214661331,0.202289057514875,0.305404759644714,0.0966693741064775
2003-03-24,0.398944376297016,0.223682971044177,0.190498884923935,0.297963252108626,0.0966366460843328
2003-03-25,0.389991679801541,0.236766943010865,0.191642945684625,0.29215098833791,0.0881272348963952
2003-03-26,0.393630652206522,0.249677116866032,0.202604265364406,0.283137880657398,0.0795127847545962
2003-03-27,0.395250611031365,0.245568674026513,0.20363101861819,0.278894292207007,0.0818255578598227
2003-03-28,0.3221651877648,0.237549701604233,0.182511716295998,0.246139626053336,0.0735594543563204
2003-03-31,0.324384634125371,0.240417858398465,0.18084984670902,0.245358008337346,0.0762780679979997
2003-04-01,0.292084865420473,0.204679527089183,0.159394477637036,0.198272514705251,0.0586583213784343
2003-04-02,0.291034434248918,0.2053556008111,0.161928599649482,0.203015948251701,0.0649294635648677
2003-04-03,0.291150549168892,0.205336789213433,0.163007093742751,0.202715700947055,0.0624585660775241
2003-04-04,0.295941545925633,0.208183228126659,0.163088720355879,0.202790591161618,0.0653640813588824
2003-04-07,0.302923985621283,0.210677373317813,0.16966521899412,0.206364105337631,0.0667137098273594
2003-04-08,0.2980461533733,0.203703167601245,0.156764196858366,0.200398110220256,0.0671464054476215
2003-04-09,0.292742064619244,0.200241622356982,0.158511274066168,0.196676434296202,0.0669887215033364
2003-04-10,0.266187497440157,0.188802741526903,0.136106135876969,0.173861620095541,0.0458063260483277
2003-04-11,0.267893493646575,0.185945732147655,0.140220680370145,0.175692720329663,0.0488492347183002
2003-04-14,0.269038756501378,0.158414071781058,0.146148575552869,0.178678469914692,0.0421691318767711
2003-04-15,0.23865845936453,0.141585958588594,0.163406813400232,0.150230752698755,0.0826862956709634
2003-04-16,0.246625839878158,0.147867880717882,0.170208720029379,0.155021813057014,0.0865684126663583
2003-04-17,0.242181368426674,0.143594072895908,0.151686709577608,0.155223933085727,0.101824628770446
2003-04-22,0.240260268722262,0.14247805524117,0.150347961715183,0.154072888992982,0.105933580614444
2003-04-23,0.238706141377095,0.148698631619621,0.165655365696175,0.164426885874405,0.062637077655004
2003-04-24,0.246569867520353,0.149259719131077,0.171448519313621,0.172018494141937,0.0548449877947329
2003-04-25,0.259909864739676,0.136429618802616,0.185346582188581,0.198643737980336,0.0683126518798078
2003-04-28,0.264593390210522,0.149340721568645,0.197517461413512,0.205657536765841,0.0777937956680895
2003-04-30,0.265519300519467,0.123196010566273,0.197479912035191,0.218115502724729,0.107008519852175
2003-05-12,0.235793223160696,0.106882009539941,0.175520657208328,0.193767526052713,0.106157563894933
2003-05-13,0.238074054379679,0.115963195677479,0.181350647993205,0.199019779865518,0.113123355547502
2003-05-14,0.240622926217536,0.119378601398146,0.197611419935201,0.200205430820886,0.115785421747325
2003-05-16,0.238818057339859,0.12382732893201,0.192791398931914,0.190528778588464,0.110597450244004
2003-05-19,0.238660497269612,0.11423148524089,0.193013096793381,0.18674419979261,0.113922752348166
2003-05-20,0.241212001848748,0.115551007794066,0.192968705361129,0.187432031501208,0.111080448706427
2003-05-21,0.245218932490166,0.116078721027533,0.190571323719918,0.185697099452638,0.111861580836107
2003-05-22,0.247739065951296,0.11797819656154,0.19180094907574,0.187159878174269,0.111739504788455
2003-05-23,0.252172315176491,0.12051384910539,0.190560213310595,0.191556620101209,0.114733427049733
2003-05-27,0.259757272422007,0.127551230766611,0.197129550308885,0.196002389964172,0.114978218104039
2003-05-28,0.263639322510185,0.127102460581544,0.198658173265416,0.198070228135267,0.118271757804361
2003-05-29,0.260235983775085,0.120967432703821,0.19038036895021,0.192454609436495,0.117396260669188
2003-05-30,0.261700166827263,0.129663906142948,0.19304029040889,0.195337390739058,0.114328931312553
2003-06-02,0.26327170858829,0.132315189885958,0.194284318715973,0.197275502093054,0.117837131366548
2003-06-03,0.263841884564157,0.133128967980868,0.193903866456633,0.194181944095259,0.117867735606566
2003-06-05,0.264544921223517,0.133702915538282,0.200499523562949,0.196079171091063,0.114911556634542
2003-06-09,0.267638695517494,0.132301031398144,0.200010606481377,0.180417521989868,0.107284009373664
2003-06-10,0.256514679930372,0.111612976645608,0.190158447652185,0.170309153599745,0.123596828735414
2003-06-11,0.257546651353247,0.111801316981576,0.190904150963218,0.170924419031167,0.1261154394478
2003-06-12,0.251712171631423,0.123837419752766,0.191904785835539,0.175455622239054,0.138602327471059
2003-06-13,0.252502971089141,0.125074938552309,0.191503180416082,0.17179599965934,0.138382463498127
2003-06-16,0.256075428244234,0.127734309415676,0.193760066703723,0.173112059127458,0.135247425452019
2003-06-17,0.2585453661225,0.133747772916362,0.1973227917732,0.17685739168715,0.124379449969803
2003-06-18,0.25550922756966,0.130521875055425,0.19306709152504,0.174203620771577,0.124352810504964
2003-06-19,0.258994261299813,0.13107092076773,0.194110066579917,0.176259374704161,0.124729907927613
2003-06-20,0.260245772474171,0.131315677065869,0.179750012584973,0.158961323310581,0.136473826532032
2003-06-23,0.265304041995758,0.132599392817243,0.183184475999624,0.160989987565773,0.136000451487449
2003-06-24,0.283821204399425,0.132290616758457,0.195540350104773,0.175624563754201,0.149571827652461
2003-06-25,0.284294630190072,0.129352868030962,0.195135117335835,0.174825245319158,0.149338602767744
2003-06-26,0.286424230662912,0.130354018636747,0.188320122561981,0.176576106415753,0.154110416058453
2003-06-27,0.285400705362372,0.130316976336461,0.190147986845453,0.175132268480539,0.160709031826133
2003-06-30,0.279659589233154,0.108902656257936,0.188408851906529,0.162144314553334,0.170963319005653
2003-07-02,0.286961437109781,0.112303737848796,0.194861523814601,0.173133927720538,0.171781101900038
2003-07-03,0.290124312975432,0.140257743902837,0.207704300783661,0.184702945865997,0.184614645422973
2003-07-07,0.293425348745876,0.141967671510264,0.208945451943301,0.186630110601124,0.180935184343278
2003-07-08,0.279965580087408,0.141020851131456,0.202454510078835,0.181986651881861,0.174014207599999
2003-07-09,0.286919526810004,0.145448630223711,0.205585921549385,0.183613094769236,0.174568488128504
2003-07-10,0.286923220682873,0.14346592569597,0.208281798013784,0.1834560000175,0.177097757454857
2003-07-11,0.27362367775937,0.136961863961838,0.193324279412277,0.176854689701669,0.14395661379519
2003-07-14,0.277095599292416,0.140236004379488,0.193600163347741,0.173900031057917,0.141460379696042
2003-07-15,0.263110207528016,0.138057724249958,0.182342120146561,0.165547227493417,0.13844802835997
2003-07-16,0.265904260856593,0.139327288414249,0.181333094301872,0.168393483085031,0.137061838361402
2003-07-18,0.269640739190483,0.140403787422036,0.183409211854107,0.170669021902998,0.134508814570883
2003-07-22,0.279104973651806,0.161521550863535,0.211348086551149,0.182682365572513,0.135257705830377
2003-07-23,0.287171922352552,0.164326502998559,0.211959666683784,0.191855463955659,0.13904682677381
2003-07-24,0.285269264086322,0.166926066885136,0.211614273271291,0.193714409280984,0.138773053933212
2003-07-25,0.285932121928312,0.165469470927872,0.206245350237257,0.197336278269726,0.144451517450181
2003-07-28,0.284862952123758,0.168047394397447,0.203120509144621,0.184606093836548,0.114475627564354
2003-07-29,0.270698893877288,0.159480063741634,0.193263843901879,0.178386880943445,0.116160324704947
2003-07-30,0.275363449566538,0.160092108422576,0.196556683474103,0.177546309142737,0.110957990124104
2003-07-31,0.275878162818328,0.156914169293381,0.195243362715571,0.178686882607211,0.110588336367469
2003-08-01,0.278207205074786,0.159440888416737,0.196777476100851,0.182069209788758,0.109995483877559
2003-08-04,0.279161069972497,0.160670886571517,0.195270775894833,0.183535943738357,0.109218677421837
2003-08-05,0.267847721058837,0.139745416271288,0.178030689758043,0.16252733923377,0.111671990018008
2003-08-06,0.270642044148954,0.141257659881341,0.1793185825701,0.162134939962828,0.109577020196818
2003-08-07,0.281746135134362,0.146090308311746,0.190186832780628,0.163029332844199,0.108780475778293
2003-08-08,0.283952715223225,0.146999099930553,0.191648045497263,0.164102460478512,0.1091730372073
2003-08-11,0.286006201108693,0.139568289788166,0.20107202957913,0.163704880166462,0.103426468813217
2003-08-12,0.289034817208347,0.143179741647525,0.202302785216525,0.167062525037601,0.104289433190772
2003-08-13,0.293701238863138,0.146784397075986,0.201253103290452,0.170606827352452,0.10846652874337
2003-08-14,0.278302067081849,0.125551554898715,0.179264979620614,0.147578402958275,0.118590302595506
2003-08-18,0.273115869569023,0.114500305266707,0.161543397832939,0.145042349448158,0.1110073953362
2003-08-19,0.257338167689752,0.106612049371506,0.158993854978779,0.131368689451137,0.0987081495887449
2003-08-20,0.259199013487472,0.111968754224192,0.164144593315636,0.131484000033584,0.0998457495377096
2003-08-21,0.264138479581234,0.106560594410468,0.16827636783988,0.134993545800774,0.102750607290387
2003-08-22,0.262215677249269,0.10801027930528,0.164704450757858,0.134493335156471,0.102694248800981
2003-08-25,0.261021489828333,0.111493958089472,0.166324938132858,0.13584780398038,0.105660106371864
2003-08-26,0.260365507132277,0.113537025637542,0.162220227720301,0.146759675818875,0.104550752739666
2003-08-27,0.262747557364779,0.116423619062599,0.162437689031665,0.140541659229423,0.105554792488453
2003-08-28,0.264945808812344,0.118350182586166,0.163656489730918,0.142492765114117,0.105807288166863
